timestamp	open	high	low	close	volume
2024-09-01 00:00:00	58974.00000000	59076.59000000	58900.00000000	58930.00000000	289.12701000
2024-09-01 01:00:00	58929.99000000	58957.00000000	58819.78000000	58828.01000000	330.21542000
2024-09-01 02:00:00	58828.00000000	58851.65000000	58276.01000000	58540.25000000	1256.77642000
2024-09-01 03:00:00	58540.25000000	58672.01000000	58399.01000000	58524.21000000	437.88318000
2024-09-01 04:00:00	58524.21000000	58599.98000000	58355.00000000	58442.00000000	359.59086000
2024-09-01 05:00:00	58442.01000000	58468.00000000	57777.00000000	57986.00000000	2028.37000000
2024-09-01 06:00:00	57986.00000000	58298.00000000	57952.00000000	58201.10000000	470.79448000
2024-09-01 07:00:00	58201.11000000	58500.00000000	58131.12000000	58478.64000000	507.40659000
2024-09-01 08:00:00	58478.64000000	58504.81000000	58200.51000000	58233.99000000	388.37704000
2024-09-01 09:00:00	58234.00000000	58400.00000000	58126.98000000	58205.00000000	479.13526000
2024-09-01 10:00:00	58205.00000000	58222.00000000	57896.01000000	57931.00000000	715.76724000
2024-09-01 11:00:00	57931.00000000	58250.21000000	57840.00000000	58240.52000000	937.31779000
2024-09-01 12:00:00	58240.51000000	58320.15000000	57912.30000000	58020.00000000	632.17288000
2024-09-01 13:00:00	58020.01000000	58215.00000000	57710.00000000	58175.01000000	1244.45581000
2024-09-01 14:00:00	58175.00000000	58179.00000000	57201.00000000	57879.99000000	2863.15990000
2024-09-01 15:00:00	57879.99000000	58360.38000000	57714.35000000	58217.00000000	1171.60774000
2024-09-01 16:00:00	58217.00000000	58350.00000000	58090.01000000	58132.06000000	522.62561000
2024-09-01 17:00:00	58132.07000000	58201.00000000	57864.30000000	58127.98000000	571.34425000
2024-09-01 18:00:00	58127.98000000	58788.93000000	58122.00000000	58541.10000000	942.52521000
2024-09-01 19:00:00	58541.11000000	58775.00000000	58292.00000000	58514.00000000	632.24922000
2024-09-01 20:00:00	58514.01000000	58656.77000000	58381.10000000	58431.10000000	334.87245000
2024-09-01 21:00:00	58431.10000000	58431.10000000	58093.57000000	58351.11000000	337.48050000
2024-09-01 22:00:00	58351.11000000	58414.00000000	57232.00000000	57309.01000000	1949.02986000
2024-09-01 23:00:00	57309.00000000	57598.00000000	57205.00000000	57301.86000000	1302.87269000
2024-09-02 00:00:00	57301.77000000	57650.00000000	57128.00000000	57467.24000000	1254.37293000
2024-09-02 01:00:00	57467.25000000	57578.99000000	57242.00000000	57423.23000000	1069.88828000
2024-09-02 02:00:00	57423.23000000	57721.00000000	57294.00000000	57509.01000000	1338.60119000
2024-09-02 03:00:00	57509.01000000	57767.14000000	57502.05000000	57742.01000000	942.01768000
2024-09-02 04:00:00	57742.00000000	57766.00000000	57445.91000000	57459.51000000	662.73901000
2024-09-02 05:00:00	57459.51000000	57987.99000000	57449.75000000	57785.01000000	803.51922000
2024-09-02 06:00:00	57785.00000000	57883.00000000	57662.01000000	57688.00000000	469.19262000
2024-09-02 07:00:00	57688.00000000	57792.00000000	57362.06000000	57547.99000000	681.15499000
2024-09-02 08:00:00	57548.00000000	58300.00000000	57520.12000000	58056.01000000	1815.84911000
2024-09-02 09:00:00	58056.01000000	58462.00000000	57901.20000000	58402.35000000	1244.82426000
2024-09-02 10:00:00	58402.00000000	58587.00000000	58293.00000000	58498.51000000	1034.96543000
2024-09-02 11:00:00	58498.51000000	58680.76000000	58349.02000000	58422.01000000	976.69221000
2024-09-02 12:00:00	58422.01000000	58509.00000000	58256.10000000	58393.94000000	616.46841000
2024-09-02 13:00:00	58393.94000000	58489.00000000	58149.54000000	58181.22000000	720.24026000
2024-09-02 14:00:00	58181.21000000	58808.00000000	58104.00000000	58597.00000000	1965.04778000
2024-09-02 15:00:00	58597.00000000	58741.10000000	58480.90000000	58537.99000000	722.13290000
2024-09-02 16:00:00	58537.99000000	58653.00000000	58293.12000000	58345.00000000	535.14834000
2024-09-02 17:00:00	58345.00000000	58558.49000000	58301.00000000	58514.01000000	753.89905000
2024-09-02 18:00:00	58514.01000000	58666.64000000	58318.33000000	58486.01000000	1025.88981000
2024-09-02 19:00:00	58486.01000000	58559.00000000	58390.39000000	58439.99000000	541.53520000
2024-09-02 20:00:00	58440.03000000	59243.00000000	58384.61000000	58992.00000000	1191.56744000
2024-09-02 21:00:00	58992.01000000	59274.32000000	58875.03000000	59047.00000000	1326.68023000
2024-09-02 22:00:00	59047.00000000	59350.00000000	59008.81000000	59349.99000000	637.61533000
2024-09-02 23:00:00	59349.99000000	59425.69000000	59073.00000000	59132.13000000	564.97293000
2024-09-03 00:00:00	59132.12000000	59258.00000000	59021.62000000	59257.99000000	502.75643000
2024-09-03 01:00:00	59258.00000000	59406.57000000	59195.41000000	59388.01000000	518.71715000
2024-09-03 02:00:00	59388.01000000	59809.65000000	59300.00000000	59311.01000000	1623.18138000
2024-09-03 03:00:00	59311.01000000	59327.71000000	59041.86000000	59110.99000000	544.08321000
2024-09-03 04:00:00	59111.00000000	59236.00000000	59003.99000000	59099.01000000	718.44133000
2024-09-03 05:00:00	59099.00000000	59259.00000000	58988.00000000	59186.00000000	782.13092000
2024-09-03 06:00:00	59186.00000000	59186.00000000	58872.00000000	58891.00000000	744.03271000
2024-09-03 07:00:00	58891.01000000	59140.35000000	58880.57000000	59112.00000000	541.94542000
2024-09-03 08:00:00	59112.01000000	59136.58000000	58717.00000000	58789.02000000	856.96694000
2024-09-03 09:00:00	58789.01000000	58961.50000000	58783.00000000	58874.00000000	617.95793000
2024-09-03 10:00:00	58874.01000000	59195.63000000	58836.87000000	59078.94000000	575.26778000
2024-09-03 11:00:00	59078.94000000	59106.01000000	58951.00000000	59072.00000000	383.86430000
