timestamp	open	high	low	close	volume
2025-08-20 00:00:00	4075.58000000	4083.81000000	4075.00000000	4082.59000000	1286.42440000
2025-08-20 00:01:00	4082.59000000	4090.24000000	4082.20000000	4088.86000000	1454.97470000
2025-08-20 00:02:00	4088.85000000	4091.28000000	4087.72000000	4089.26000000	524.90680000
2025-08-20 00:03:00	4089.27000000	4093.81000000	4088.45000000	4093.39000000	448.52960000
2025-08-20 00:04:00	4093.39000000	4096.85000000	4092.63000000	4095.70000000	383.92950000
2025-08-20 00:05:00	4095.69000000	4098.84000000	4093.01000000	4098.53000000	1426.13820000
2025-08-20 00:06:00	4098.53000000	4100.01000000	4097.18000000	4099.72000000	1122.56980000
2025-08-20 00:07:00	4099.72000000	4101.54000000	4098.45000000	4099.57000000	801.53280000
2025-08-20 00:08:00	4099.56000000	4101.76000000	4098.92000000	4099.03000000	430.46610000
2025-08-20 00:09:00	4099.03000000	4100.73000000	4097.23000000	4099.95000000	233.11920000
2025-08-20 00:10:00	4099.94000000	4099.95000000	4093.55000000	4099.47000000	401.89260000
2025-08-20 00:11:00	4099.47000000	4101.40000000	4098.33000000	4101.40000000	402.06560000
2025-08-20 00:12:00	4101.40000000	4101.87000000	4100.01000000	4100.93000000	378.67630000
2025-08-20 00:13:00	4100.93000000	4102.33000000	4096.02000000	4099.00000000	581.32680000
2025-08-20 00:14:00	4099.00000000	4099.65000000	4095.05000000	4095.92000000	389.58800000
2025-08-20 00:15:00	4095.92000000	4101.87000000	4094.49000000	4101.86000000	453.72760000
2025-08-20 00:16:00	4101.86000000	4102.44000000	4101.15000000	4101.51000000	430.93370000
2025-08-20 00:17:00	4101.51000000	4102.21000000	4101.50000000	4102.20000000	240.38890000
2025-08-20 00:18:00	4102.20000000	4102.76000000	4098.15000000	4098.42000000	1410.35430000
2025-08-20 00:19:00	4098.41000000	4098.41000000	4089.01000000	4093.34000000	896.75280000
2025-08-20 00:20:00	4093.34000000	4097.51000000	4093.25000000	4096.86000000	215.55700000
2025-08-20 00:21:00	4096.85000000	4100.88000000	4093.02000000	4093.02000000	381.60180000
2025-08-20 00:22:00	4093.02000000	4097.36000000	4090.96000000	4090.96000000	289.65390000
2025-08-20 00:23:00	4090.96000000	4091.30000000	4084.40000000	4084.41000000	600.78980000
2025-08-20 00:24:00	4084.41000000	4087.92000000	4084.40000000	4085.63000000	226.79090000
2025-08-20 00:25:00	4085.64000000	4086.89000000	4075.34000000	4078.60000000	623.43130000
2025-08-20 00:26:00	4078.60000000	4080.49000000	4077.46000000	4079.12000000	418.56400000
2025-08-20 00:27:00	4079.11000000	4083.11000000	4078.22000000	4082.95000000	312.91300000
2025-08-20 00:28:00	4082.95000000	4087.96000000	4082.95000000	4087.58000000	386.18580000
2025-08-20 00:29:00	4087.58000000	4091.72000000	4085.36000000	4091.72000000	302.87240000
2025-08-20 00:30:00	4091.74000000	4095.36000000	4090.90000000	4095.35000000	130.25320000
2025-08-20 00:31:00	4095.36000000	4096.59000000	4089.17000000	4089.45000000	335.98170000
2025-08-20 00:32:00	4089.44000000	4089.45000000	4080.70000000	4082.61000000	403.59840000
2025-08-20 00:33:00	4082.62000000	4086.87000000	4081.97000000	4086.78000000	331.79120000
2025-08-20 00:34:00	4086.78000000	4092.43000000	4085.65000000	4092.43000000	359.30290000
2025-08-20 00:35:00	4092.43000000	4101.39000000	4091.94000000	4101.13000000	753.02570000
2025-08-20 00:36:00	4101.12000000	4101.92000000	4099.81000000	4101.69000000	291.82590000
