timestamp	open	high	low	close	volume
2025-08-20 00:00:00	824.10000000	824.71000000	823.60000000	824.61000000	397.87700000
2025-08-20 00:01:00	824.60000000	825.72000000	824.56000000	825.30000000	260.34300000
2025-08-20 00:02:00	825.29000000	825.84000000	825.21000000	825.84000000	63.76900000
2025-08-20 00:03:00	825.83000000	826.28000000	825.66000000	826.28000000	123.75500000
2025-08-20 00:04:00	826.28000000	827.43000000	826.28000000	827.35000000	160.08900000
2025-08-20 00:05:00	827.35000000	828.10000000	827.19000000	828.09000000	75.98200000
2025-08-20 00:06:00	828.10000000	828.85000000	828.09000000	828.84000000	60.06000000
2025-08-20 00:07:00	828.85000000	828.85000000	828.31000000	828.61000000	142.61400000
2025-08-20 00:08:00	828.62000000	828.83000000	828.43000000	828.44000000	66.37700000
2025-08-20 00:09:00	828.44000000	828.66000000	828.22000000	828.40000000	60.32200000
2025-08-20 00:10:00	828.40000000	828.56000000	827.78000000	828.33000000	67.61800000
2025-08-20 00:11:00	828.32000000	828.78000000	828.25000000	828.78000000	101.42200000
2025-08-20 00:12:00	828.78000000	828.90000000	828.38000000	828.38000000	66.88100000
2025-08-20 00:13:00	828.36000000	828.50000000	827.61000000	827.68000000	153.08500000
2025-08-20 00:14:00	827.68000000	827.79000000	827.20000000	827.54000000	81.71400000
2025-08-20 00:15:00	827.54000000	828.50000000	827.53000000	828.43000000	65.74400000
2025-08-20 00:16:00	828.43000000	828.75000000	828.31000000	828.74000000	47.70700000
2025-08-20 00:17:00	828.75000000	829.20000000	828.65000000	829.09000000	36.66100000
2025-08-20 00:18:00	829.09000000	829.55000000	828.90000000	828.90000000	180.57700000
2025-08-20 00:19:00	828.91000000	828.91000000	827.56000000	827.96000000	68.26100000
2025-08-20 00:20:00	827.97000000	828.46000000	827.97000000	828.30000000	48.90000000
2025-08-20 00:21:00	828.30000000	828.49000000	826.36000000	826.44000000	474.77400000
2025-08-20 00:22:00	826.44000000	827.28000000	826.22000000	826.38000000	155.35100000
2025-08-20 00:23:00	826.38000000	826.39000000	825.00000000	825.20000000	358.13400000
2025-08-20 00:24:00	825.20000000	825.49000000	824.60000000	824.85000000	150.72000000
2025-08-20 00:25:00	824.85000000	824.98000000	823.80000000	824.01000000	142.03500000
